txid;index;created_block;value;fanin;fanout;fanout_share;total_value;spent_block;life;label
fbbb8d34e64c49853a3001a651c64c4f098b87f0e91df3fade3a2b912e190507;19;584744;6.97557481;1;101;0.036741456837662556;189.85569463999994;643511;58767;1
635fab0e623131b276dd20e3cd2ed000a6148265d7e54748b63b7ce810c780bc;0;475605;0.1;1;2;0.726911650431095;0.1375683;643516;167911;1
19891cdd89fc9e3fdb0b63c9f70764359ec887c7755db5ae78ab425415e6213a;163;552589;0.04949487;5;969;0.0009899040711615155;49.999663040000044;643503;90914;1
c69b1307e78303e9fc363f9e47c39dba30dab5ce3d6129e18f90936e308bca8c;0;500022;0.037773;2;2;0.318590116646846;0.118563;643509;143487;1
e8167067f36247a63a070f7128ef0daac8276a3385d91045e1bce41878e6210b;408;541599;0.03067249;6;951;0.0005112109980939816;59.99966767999999;643519;101920;1
a245cf636ecdf984be29017189f927b1b3fd1e6380316ad1c49af24e5ce318b6;62;499955;1.31795057;43;81;0.0408496713459625;32.263431419999996;643514;143559;1
faef2aae66e6bbf5d77074e99b202b4a42cf751b22813f0356d09525af8fd9c9;1;552527;0.102702;2;2;0.9116582216388828;0.11265406;643507;90980;1
52df1ce922d3be8dabf70dd75fb50db0db69e2be47b2670012b60c26b876ce79;2;526164;0.01067266;1;4;0.0019761181192885628;5.4008208799999995;643513;117349;1
df34421fd981e524ebdbca7701ee008b38f64b94c2eb738cdf4a6b5bca77c9ff;1;643357;0.55384146;1;2;0.9904678628505356;0.55917156;643497;140;0
deb808a1974f85f4a281bc5a603a5e9ae1fa71db88fa725b7f1a3ef26f8cd048;0;643424;0.01059501;1;2;0.073432423693942;0.14428244999999998;643516;92;0
5e32d4d284fa1e292489ef1a5a4001ed6b2bbb49e47f5d95254ebe30acc08332;1;643499;4.48734033;1;2;0.9210203372775184;4.872140330000001;643500;1;0
84b3e4d6da14fc887f493384dd2c76de28dbc4e4f61df808ede669175173f24a;0;643497;0.181587;1;2;0.14027968549576791;1.29446398;643497;0;0
42f9adf9292e29698577355a144beb837e898c7a71a8afec3bcbcf66568b0207;1;643504;0.07173441;1;2;0.8911420115763077;0.08049716999999999;643520;16;0
2fe78470204fbd36e53b7130fb17ba511f704b224a6a549acb4a6c42c7bbb6df;21;643489;0.11105203;1;23;0.09360310775854686;1.1864139200000001;643492;3;0
962c6377b48564fe3da1ebdf1564f0ec2bf9a29ed91e96c8614c3d1c06106403;1;643497;5.46e-06;1;3;1.279369946386198e-05;0.42677257;643499;2;0
9ba486b2f4901c6bc0f393149406a9f2ca3f2829bb21e70f28a3a39d0ea1fa5c;0;643408;0.13846779;1;2;0.39676671372430716;0.34899044;643496;88;0
a58d9e9d5249b01e821b1ce9d00586aac0dbaa82ca6e9265d48e377327326616;0;643432;0.0017597;2;2;0.1455407720103848;0.012090769999999999;643496;64;0
9961b929c433e2e68d2bbd0d3680eb05b6047948aba6aa8bbbfd23ad6e8f828b;1;643375;0.00823591;1;2;0.8740016682195683;0.009423220000000001;643505;130;0
3db89c07ec1c65c06899ec64bdad2305235b9f43a880d078c6a256a3e780a1bb;2;643511;0.02969887;1;3;0.9998161884142818;0.029704329999999998;643514;3;0
1364b50d926feda682d7af03baf50245e6590d9d1a2c18faec8140ed642fa4f9;17;643476;0.00102604;1;101;3.3524051261475045e-05;30.606086120000004;643492;16;0
2cb0b15bdad9558b1ae4502e16c0d7341473fa49068fa4a039703e67db4876f2;1;643490;0.41295556;1;2;0.45556724247443275;0.90646456;643502;12;0
6223738de220f67d868c447f333768f5d93c592ced02182f39fc0a4c6e136d67;1;643510;0.09346578;1;2;0.9570359809350071;0.09766172;643510;0;0
37bfddc2de51caff2fcde97488db89821b59ebee6a1b9aed110d960c9d3cda5a;2;643504;0.13190103;2;4;0.9999090309729068;0.13191303000000001;643504;0;0
34641394e2ee7629bbc164f48ccaabcecdfc6eab009a6f87b747baef8fe8527d;611;587217;0.00998824;2;1672;0.0001395116259255504;71.59432007000026;643498;56281;1
bbb4064fd0f18efb23bdbf2cec7c3c6cc0665a5ddf139acea770e7e59c3daac5;0;643502;0.00869653;26;2;0.0010577380174471133;8.2218185;643510;8;0
7743e754ab17c233beb022c06b26044d6b70a9c39589d537ede66cb605d0bf6e;52;470889;0.00858048;1;101;0.0009266119387714234;9.26005767999999;643501;172612;1
706279d56ff1e6693ab340d2273938e37b56b1e8b9a11ae2858e097c3355aa6d;0;576083;2.125e-05;1;2;0.016869095816464237;0.0012597;643506;67423;1
0a32a17ba6fe0ae08e4041a2f603be509cc025851f6937b0f627a8f8562256c3;1;643413;3.51531028;3;2;0.9452042349328008;3.71910128;643518;105;0
448dbe273a246016e1c1a20e1c0904258578d6a31f736a816062bd71cea7609a;1;643500;0.020476;1;2;0.7954569293249183;0.025741180000000002;643519;19;0
b7d87de25776dc7d04130c1bca60160b8d71b5e899bc3749ddb305af38fd81cf;108;562136;0.00114068;48;201;0.0053901164596497075;0.21162437000000006;643496;81360;1
6f7cae39bd6291b9ffc1373f8abf8268cf61b10549d74e26a4f134c02396250f;0;643409;0.53794527;4;3;0.4982335130376479;1.07970511;643509;100;0
d3a53f9dbf58386a04a23bd6a9233471da9fa7b67eaecc91cbe7cef445e4c8e4;1;643382;0.01728698;1;2;0.946337297622795;0.01826725;643506;124;0
182c53c20a611724e53fc466c35108b686e6e792c3cf6a882d931f541d3ed36a;0;643499;0.01697756;2;1;1.0;0.01697756;643504;5;0
b0d3c788c8308da24c79b9dcc8eb23a17d23ff1c3eec98cf8a3e86c48bee396b;1;566988;3.66990734;1;2;0.7858629888789185;4.66990734;643514;76526;1
feb8f5d91196cfd6140aabfb68e5cefc9367bb589dd455edea0b0fa5cef212f1;1;643491;0.00020608;1;2;0.007895734012460454;0.026100170000000002;643491;0;0
c7262a73b10f7b6ec4f5b054b4cac3ab96dcb4127a823b5b6b8a8532cd6e25da;0;545853;0.0454937;1;2;0.8199214064086002;0.05548544;643507;97654;1
c43a0d3c4291792a4f364498d5b583f2fb267cea6cd8e602835592b59556d6a6;0;643401;0.00067823;1;2;0.06962739391326218;0.00974085;643498;97;0
0933681a501eada423aafa3d597a9898bf9164e1af20e11713a2e23a3b2308d9;4;513079;0.00504653;1;40;0.00016083420487834514;31.377218570000025;643517;130438;1
f91c0ea77a1cd13deeb5a2c1de2005dd5afcc31f6433fd40342cb67c3b7ee619;1;549806;1.07e-05;1;2;1.4755992698238348e-05;0.7251291200000001;643497;93691;1
cbb9c382a8a56d4ff689ac7c7982ead15e070cb2bd9d32a7f5a0b7513446d1c5;1;643509;0.04552577;2;2;0.9959212219402165;0.04571222;643509;0;0
8fb0befb0e521ebda3f18c6f83e431e0c72197ad41c502de7c0778fb11e0fae1;0;643516;2.8280569;1;2;0.9992968949996699;2.83004672;643516;0;0
e77ea24e45023567918e299f97793af289bd72823653166b9c375584ddde3a2f;0;552671;0.144425;3;2;0.9356808118541382;0.15435284999999999;643507;90836;1
35051844249061265c2e3ab2915126579c3cd70eaf126d8991fd1f34d9c79c75;9;643413;0.00421373;1;24;0.003906270894476824;1.0787091100000001;643520;107;0
dcc2f058176dcb8bedb87f560c0a959a2359894214016ef3ca76bcd12579623c;0;643496;0.00037257;1;1;1.0;0.00037257;643501;5;0
fd8db4a3ff1f132c56375a1c0f937934e6dc0aa5379e3e03e66a841972b9cd59;2;643509;0.003;29;9;0.005071991766601953;0.5914836099999999;643510;1;0
d45af38ea80d197c7418f0948def409b512513c01f8dc856e920c8d3b537e664;450;560383;0.00029153;6;478;0.0024203066325019307;0.12045167999999995;643504;83121;1
dd4e690b250d9eef23f912af5487288b051a8ca74d06cfab3d4d8ed3e07958eb;0;579221;0.00155046;3;2;0.19689181020689095;0.00787468;643504;64283;1
68e4027f2dbd03090d3db2417bd6a389ff411fcd4bc242b76d3bd098dbba287d;1;643512;0.08787281;1;2;0.650512072176326;0.13508251999999998;643513;1;0
6c28981d177f5d5dc0ad81918b937f0b4b43d37e33023ca568ca7f4a19458bc4;0;507765;0.00835626;1;2;0.9722086809623589;0.008595130000000001;643491;135726;1
5c4d32be7629b0331d87927192e7cd8aa92deb496d4a6de0fb063cdbaac0f091;52;643501;36.0996;5;78;0.11938596660630438;302.37724772999997;643503;2;0
a4130217807a83379fe2de693a561ec4d0500aebe5f05adb721cb317e2a3073b;1;643504;0.0659832;1;2;0.8623654171382568;0.0765142;643504;0;0
eb44f7be7d7533a3be8196219ebedbb90be379d4006dace381da45fa99630ddb;1;643393;0.1995266;1;2;0.998597545369072;0.19980682;643503;110;0
91725b3f099003efd0319dac9fd32b8c3929ade96f41f8296a1ea25c9da53930;7;643430;0.00431532;3;9;0.02713736323374398;0.15901765999999998;643514;84;0
5b9d08f7ec7bd34b1edcdf528b4fde38ce8bdddecdbf671b6c7ad9645af42904;0;643517;0.16831618;3;1;1.0;0.16831618;643519;2;0
0d09ffbd28fa17a090039b96bf70905132196b8e770ce005836359954b8da52c;1;643490;0.29657779;1;2;0.6664642629864478;0.44500179;643506;16;0
ed393dee7f697337d8a7f126a78e9c85a49cdaaaf4edef8a6a54a8cdad312d48;1;551219;0.51;1;2;0.8094794680373937;0.63003451;643503;92284;1
4325914436f6ac3667035f1366dcb7b01ec1c1340f4fb0d118334cd927d58d1a;40;643401;0.2689002;1;44;0.015756591650072062;17.065886199999998;643520;119;0
75e2cc2ebc2a64338e723c0c330e902075a4be08df4f8a6b11cb4e02df7b31d2;198;570309;0.02786663;52;201;0.010116976925108156;2.754442380000001;643514;73205;1
a9a518275d92775f1a407c9fe7c3f2305d1a2ee420da6f42287735f1d0704518;70;539429;0.04154501;5;945;0.0008309056640356472;49.99967119999997;643519;104090;1
e0c31d7c7daf562b353ea5829d2f966eb03959fe1245ad19118dd598bcde0748;1;643495;0.06464;1;2;0.8009392201870386;0.08070525;643510;15;0
c9ab8d14b0077c675e8e12e6508526704889e9b48ca4ca7601f9fcc62402dedd;3;643425;0.00226048;1;19;0.0035378217067322847;0.63894684;643496;71;0
ac1eabc30a11bb254e0ae1c81f4b7a1b4a4f1286c94c6a68745cc48a5f0c21c8;41;643509;0.0131549;62;87;0.001673225086858627;7.862002609999999;643513;4;0
8758a51148573c364c3f4e550ce0f936432a351a3fde510f49eabd0eef25fff4;3;643503;0.00135;1;9;0.03129582084881221;0.04313675;643520;17;0
5b43b12d6ce4bd62c58ad7bc5a17b9a17fd9a0d865f137184a118840cd1a2ff6;1;568707;0.60158444;1;2;0.3623501712404832;1.6602294899999999;643514;74807;1
a59133f2a1a4c59eca9512cb2c2d73a2628130c2d3a4ea1ae3252a051378db83;0;446493;0.0006;1;2;0.0028167494626698303;0.21301149;643511;197018;1
0880a29bef1247cecb21360c3210f8e15694e0f871ac79d6d5701f96a24e4f3c;0;643391;0.00237564;1;59;0.000237628342626333;9.997292299999998;643511;120;0
ed32c96809bb8e7bad1da9e7a9ebad64afd15c1e54f8815f7086c72fe170b2c6;21;643373;0.00099138;1;32;0.00010441375405483788;9.49472614;643492;119;0
9ccb0cf1c304afd2d1d1b0533ba486e44480436b75214dd79ee8f2a39d3e3a47;611;590168;0.01000844;2;1454;0.00012508233348538036;80.0148168099997;643498;53330;1
82182753450c51e5ec606d8236419c732d8035e6082384968b0a12448c20f2f4;0;557316;0.00081629;1;2;0.05548312987683859;0.0147124;643500;86184;1
09c3b612029908241616e5b6e731a965df2a76461524f117599943f9c565c9c5;0;643498;0.020221;1;2;0.19230796664354075;0.10514905000000001;643500;2;0
ba7bef5abc7e54db46fe5a3d8e7658670ed08877652c3730b496d241833729ab;21;643501;0.00336;1;35;0.0020413001434292813;1.6460097800000002;643509;8;0
a37d2fada28e1b569af7eaa41953004edaf1834bfbda66572b26c116e25f300e;1;643496;4.31345962;1;2;0.9965575873291231;4.32835962;643496;0;0
5161c595bae0f7b434cde67c779f55440432dbea3b385796bbea9a77d838b624;164;571649;0.00022528;8;478;0.0018493533871496723;0.12181554999999986;643504;71855;1
9d978c92439c7a8d77bb6930b4fae5976ea632615e245eabb0a3bc777a92f4ad;1;643506;0.01462163;1;2;0.5032572118321786;0.029053990000000002;643514;8;0
e158e836beffcf0cd6eb4f11648229f86215887a8abaec312e64260c56f3847e;2;643502;0.17;10;6;0.5223345009250543;0.32546194000000006;643505;3;0
94bbeb97426b095b0b593416b9f7db543a4d025c9cb967c8a2c9026c9d39e31f;0;643494;0.19745635;1;2;0.4035552884848257;0.48929194;643516;22;0
6c0f4dcf6142f617e2158128d9d9b6f472a26a9222b211bc063192492289d54f;1;643499;1.0;7;2;0.9979782457708051;1.00202585;643506;7;0
5c5aaaf329c3be2373e1632deabf03b7a61a26f1d9b9bfaa3ceda212b44ecc52;1;643500;1.96545616;1;2;0.9987773838420894;1.9678621;643500;0;0
4f8d0f3197586f639161ef79ede4f54c010e78326f8cff485741123ca5852a47;22;503359;0.00950649;4;61;0.007340616168100742;1.29505341;643499;140140;1
6b4803591d8ab374788dbfac1459528834339e30919e799af25b7fc9bb7bbaa0;3;492915;0.03280692;1;5;0.006064806610634992;5.409392599999999;643500;150585;1
3d852a27c35702fa1c160c06c4140c806e5c288f47bd293c957005d518ac20b2;96;643520;0.20244569;12;101;0.038506238969960194;5.257477630000001;643520;0;0
0d61fa864c6d6c6ee94e1b1fd8d7ed1105a45f755576606d7de1b21648814cc9;1;643499;2.3826;1;2;0.9884578729198881;2.41042139;643499;0;0
5bc3be8decea17a7646d9726239422e906a61f17eacba8b64ee2c3dd5614089e;0;643475;0.001;1;2;1.1596470288824253e-05;86.23313604;643508;33;0
de553c6bd763082e1f40542f9f1f4a51571821a9dd0de71b32a802fd7c51e266;66;558297;0.04023079;6;966;0.0006705169374304186;59.99966257999987;643519;85222;1
4dd213f8728e8353927723fc96399d5d547ee42d26a87d59912881d3b7570862;1;643438;0.01002658;2;2;0.9029635953631457;0.01110408;643506;68;0
86c2e6d7e35d04296f727b2589f2135254942f16daace0909706eb800631b5f5;0;643481;0.249895;1;1;1.0;0.249895;643491;10;0
0b9da11cce6314ca6f6875045a7de782ddda1a8f9a38f4876bc94967daf39f8f;0;643516;0.75;4;2;0.4585747760100678;1.63550208;643518;2;0
368f4ef350004308bf223e5f2c16e46314cd613aef6475277d1fa126bdbe5613;6;643515;19.0;5;92;0.0518718083545575;366.28759634000005;643517;2;0
9e1f2190656a30c94e450047906c61095a91b8952cb63d63c7d2153879c4cd0e;0;643497;0.03371779;1;2;0.9964536691078228;0.03383779;643499;2;0
db290457cae36b91a9f62ca1a1fdfd08a27487efce83865455d9b14589d51a20;1;643509;30.09897738;1;2;0.9565326408779689;31.46675408;643515;6;0
aea931919bbad13ccb06d89b8104d34dc0e1f565dd06f7a81433125b179c4f89;409;550531;0.03439082;5;969;0.0006878210353635203;49.999663040000094;643519;92988;1
03da3319f8a71c8a679538dd71dd45c65e3b9c381f32e0dd2a7ceb6378750c85;0;643417;1.30133975;1;1;1.0;1.30133975;643505;88;0
d62bb7d3963310165750effcd8edf05f63dfe87e313bfe23e31b06bb6619c361;0;643463;0.06;5;2;0.9682783929483513;0.06196565;643503;40;0
d1a00cbdc9b0b05765bda71b02d13c22f08d2a4a22ea76f777b3b788a8e48f9a;1;643503;0.25608478;1;2;0.8315119077244222;0.30797488;643509;6;0
cd6a7da50d8682137b0dfcddffff7d38f2b8b669149d5fb6e2eef6adc9818fde;0;507482;0.14721556;2;2;0.9394092735675236;0.15671078;643491;136009;1
14ea7a75c7713bbc3d985d02c700f4fa5d9b7f5ba398e9d62ce6ed1755a7883e;0;430502;0.0043757;1;2;0.12729049881166057;0.034375699999999995;643509;213007;1
a22fe67e3fb651ca13e5fd6b7c91e29602382ffd9c558cd3a1837cae2189515c;60;475779;0.00160189;1;101;0.003321389815517301;0.4822950899999999;643501;167722;1
73aee9c99f12756abb5e28c032f4c0a770988f24a7da0621698d3aa4a7a656f3;710;590879;0.00821156;2;1526;9.592521511376903e-05;85.60376946000008;643498;52619;1
adfde7dbd80aee3730f6e5d8d9bf045455c3ec6e8fa78d45931b8ed5b43c1e63;0;643494;0.00217102;2;3;0.9974913621995147;0.00217648;643496;2;0
2faf7a79a0f48cec944e12800484dd3a964dc48600d42c56aa701bb13457d5ee;0;643506;0.02741524;3;1;1.0;0.02741524;643518;12;0
20d2fa964557e151a18d08fc6bdf7aaba0ec9317a13d8316095e90b7058172c4;0;643493;0.00028528;1;2;0.6050733859336557;0.00047148000000000003;643496;3;0
a3f7e9f1d14580550df87c608e7631ec5838828ff5ac463b50cd21f3f0d6a2fd;416;588829;0.02239618;11;963;0.0004072058181338231;54.99965620000001;643519;54690;1
d8228cba760bc35347bfa3635fc5d8ea550a7245afb74f165cb61f19224ea050;1;643430;0.0468612;1;2;0.9722698558625064;0.04819773;643497;67;0
b33c72617354cb7f55e4fa3028ebe1337ad356e67109b59c1213a917c5406023;4;643508;0.06282127;2;7;0.12470555731279685;0.50375678;643517;9;0
1f9b384f0a5a2846c142cebfa9b828335c1bcc3798a2f60e1f542bb6daacf82d;1;578975;0.03650402;2;2;0.6348081403700123;0.05750402;643509;64534;1
25f7fce8abba6bf90128ded493303f83a0eb5ad8abb04f7bdfa69489b4727398;19;583102;8.26193714;1;101;0.040589405529475014;203.54910431;643511;60409;1
82a4bd5e4a8cd61860861e8637c357783a133932d6c3b3d4b4c38b628e911db4;67;539993;0.04461891;5;948;0.0008923840865223887;49.999670179999974;643519;103526;1
5b49ebc0506035cabee2395f2d4bf97b48bc576694207416b8c8c4879dbcb847;14;643489;0.00423715;1;25;4.189157739205946e-05;101.14563031;643500;11;0
aa43b208dbcb1a3bd6bbc7c384bf8e993da68a50249fd39e2a1f1b31bd7c60d1;709;586312;0.00975386;1;1793;0.00012243492866116334;79.66566491000005;643498;57186;1
55e59902aea918bbbb8b38dd7f40a35a1e5df3632544ee58f3d490e420c52e9e;0;576543;0.00012555;1;2;0.020847066715594866;0.0060224300000000005;643509;66966;1
dc010f55bc94742f501a476e5f9c87bb5b5b78bb0ee459bc05c8d1d98e2d3837;1;499938;0.06427602;1;2;0.9698231728459252;0.06627602;643509;143571;1
c40709387ae58fce2e09113bfbec1160aaa38d9945f5939613a1e30720b8ff33;402;577353;0.03791993;13;963;0.0005833866506946917;64.99965324000006;643519;66166;1
4c9d10048787b048ef872f964489c2c99bcc5a036f41f53b9bc1e839900bf98f;12;643514;0.14244;1;39;0.014246602612104987;9.998173170000001;643519;5;0
3fabb8475c4643dc650be61e06584b01d5fa84e0073508653a561db59632637a;4;643489;0.00409254;1;30;0.010740800112369848;0.38102748000000003;643491;2;0
be23acf43413e6df8365b3db8495fd8d648c422636ea66930c1644a62805474a;33;643411;0.07937102;5;101;0.017611625243374618;4.506740230000004;643500;89;0
0bd44cbf1e238841ea2d007d95b047da814152f1d8a5593e15cb5477fea124dc;1;643500;3.81755526;1;2;0.9873694834118327;3.8663897599999997;643505;5;0
85941aae4e94d32e220e667ede47ddaafd7ae132d8d9a0a37c768460016e7a36;0;434646;0.0002;3;1;1.0;0.0002;643496;208850;1
d7f900c6dc626210ff7213b102624a2bbdb98087650749b640a5ef6940c562a2;1;643495;0.27205432;1;2;0.9467506870053997;0.28735582000000004;643507;12;0
3f5a772addc1aa192863565b57eab3a30f9ce8caaa2c94140939c9b1155f2208;8;643493;0.00407025;1;25;0.00043233874800602246;9.41449273;643496;3;0
6cb6d222c36a299b065ce7fc65cf1b5ef242641e2f6427899f49a50992869261;1;643477;0.1516;1;3;0.3582947382621486;0.42311534;643502;25;0
8a7c2a6c66d40926cb880afd946686a01e35e0cad5ebafa7b726a895055d612c;28;643411;0.06932496;18;98;0.013828728537950532;5.013111640000001;643514;103;0
5587667ebd26048f5b02eaa4b22d96691a03ca0b4ae49153b5ae0929e7be0762;18;491281;8.46496;12;19;0.331593806073894;25.52810048;643501;152220;1
61a99f736cd11ab0f9db0e21b892a2b3efbb689d010f34c3742a6ca3d7094ccf;12;489969;0.61353392;10;15;0.21682724755222105;2.8295978800000006;643508;153539;1
bc324023b2fddc0b7c091146362330670968f8961a6129e93bd7711061044bfa;1;490607;0.25;2;2;0.7167102221024775;0.34881601;643505;152898;1
5a670b697fad9773ef3f638c06b234ed9c566a30c443d69bfdf9050d4a1d471d;54;584597;7.40129344;1;101;0.03118820393769006;237.31066575000003;643511;58914;1
419cecf62d7c6b246d5e98107ff4849935cb8b9bc45f2882a94aa5090b250421;606;590461;0.0101051;2;1500;0.00013386334747851015;75.48817649000023;643498;53037;1
0ee86caca33bb8956af5c0d075987ee4176a450188260e6888f7a19ea262a4dd;0;643501;0.01086393;7;2;0.11268127888682129;0.09641290999999999;643504;3;0
7080aebe7441c443d17ba47da489d1b5c084db750e2edcb820aef79ccddec938;2;643507;0.00042706;1;24;0.0003696791684117919;1.1552179200000001;643509;2;0
e12766d9931c128533cdf24e10870c572c957fd5c5dd29035a12a48bab322a86;0;643495;0.16075526;3;1;1.0;0.16075526;643499;4;0
817bb4d6d23aaa84a99f55b7b1a8c5cde3dfaf72eede94b3fad83a4335210e23;592;589412;0.01018337;1;1494;0.00012782602683147966;79.66585719999979;643498;54086;1
973519516b80dd79cda7b361c763e5ffcdc6ae31084bcb334647fc0b1ee79375;0;643490;0.01060701;1;1;1.0;0.01060701;643491;1;0
40f070c0f3b22719aa56c39a49658f67d91177452a17fdaa5efc22d4afe9fe00;1;643508;9.97566727;1;2;0.9989915616916686;9.985737270000001;643511;3;0
977dee3c368a9b7de4a38313af3e80feed204e08987ffc2daede1c160d736bcc;1;498918;0.0118081;1;2;0.6642421583187075;0.017776800000000002;643517;144599;1
982d8e68b5dfa583ed6c22b20cd810e6734ea51bea1835c9c24473bce357ddb3;713;586608;0.01006304;1;1677;0.0001258270294683951;79.97518532000001;643498;56890;1
bb2e62901b84215e086a5c9a5f199ae77dbda2e2fd87128ad115ae9e3a8fc05f;0;586247;0.00018326;1;2;0.00235384299612899;0.07785566000000001;643496;57249;1
198d8e1118d2baacf9eca67063de6f730c67ad9ac120d57fc679f8c8d0f1d8b2;7;643502;6.13275504;1;8;0.12199569156667746;50.27025922999999;643517;15;0
c320bdae9bfdefef86c066b3ae5c2a762780ff165eb8b9b03530d7821d320b68;1;643407;0.07696839;9;2;0.9832780470056851;0.07827734;643506;99;0
a53862c568bdcc5f3ef4d7776238e0508e5cc1e024f23467b7d2dd9f548bf21b;20;643464;0.17165826;1;22;0.007012715606806238;24.47814365;643504;40;0
5712579fd02ad5505805738b800b6415fe3a24d5c97079977bf9820dd03d0cab;405;569678;0.03886784;7;966;0.0005552575453826023;69.99966109999994;643519;73841;1
410506491b4b3427036ce99a984232a88f6c63e342e420702382b7ba8ac80a6b;1;643515;0.07986;2;3;0.5024524916257918;0.1589404;643515;0;0
17f7efbdb2ad7bb94f284f99032b1c6d401c0029a5ce3e29627047f2b3d4e249;1;643515;0.03696126;1;2;0.9363698109058537;0.03947293;643515;0;0
e018a9a54a8fd42d10af6403ff7252c78251b6254fdc38ae768ae69a8dd7e570;5;643498;0.04;1;21;0.00529521001695832;7.5539968900000005;643500;2;0
fb8047cee19dbac2b3cb5868be9838097d2046f7d71aa6e1a294c3a1c818877e;1;436843;0.0003;2;2;0.9797198001371609;0.00030620999999999996;643496;206653;1
4adf12e507b7e74fb2ac962af6aa707285654625213589fdca2b27d5cd5ce6ab;0;575888;0.01546344;1;2;0.0719430070158138;0.21494014;643504;67616;1
12e14aa8ecb726990195259f98a667ef38b8691362ab8ee869c9a1fb2067c07f;1;643358;0.00202435;1;2;0.537778804977313;0.00376428;643501;143;0
dc8a127ab4c422ea08cfd7b3aa00c3523b3317edb827da6ff928317c74072bb1;0;570158;0.00260988;29;2;0.006482404256944713;0.40260988000000003;643506;73348;1
22a9ff303199859e9d4b00137524cb28d9d01183962ef20548d87b2f11464e00;74;557855;0.04982303;8;956;0.0006227904983492776;79.99966301999989;643519;85664;1
0b8fe054b16141abf3d1b1436ff99a9d6c11cc5d43c1c5d35fb687681b6420b5;0;643489;0.02602024;1;2;0.06716227425056485;0.38742345;643517;28;0
d0aee794a68c9654d4d8204a959efd60f9cef34e8699bb84e778bdce295484f0;17;643505;21.86476325;1;18;0.5736705102904712;38.11380027;643507;2;0
12dd2b478e21fa4056fca1c8d659db971fb0d581511c37221685b42f0d9e23c4;17;643501;0.00139292;1;35;0.0002639394625059263;5.27742228;643515;14;0
376d62267863ee8be582d2c58745f73a8bc90e93b60aae25cd3863a69efdbf28;71;543238;0.04107541;6;949;0.0006845939506456293;59.99966836000005;643519;100281;1
1c3793757301090fc7b3c6736035c8710f7eb7aba422e7e04727f6db0db9f989;15;643505;0.05378511;9;39;0.004114015770452301;13.07362757;643519;14;0
cc1ac69f841e4685b555af372beb479490eb88049e4bd99bb96b4b0058dcc13c;9;643496;0.00177494;1;21;0.0023913165786596494;0.74224384;643507;11;0
2cb6281df876c42e600abd8a9b498f5ffc05b29c13443f89bcd6eb7f05292240;0;550288;0.000311;18;2;5.1830646778142007e-05;6.000311;643517;93229;1
80059c6ebb120fdc4f14f5771112b2a62fc0e9d36ddb07b0f89d2adcc77539b0;8;643506;0.01516601;6;10;0.09489245424661287;0.15982313999999997;643514;8;0
13a0b701cbda88818249aa3e574b95655c92649a292b4b171a023f56b61e6225;23;570924;0.1;21;40;0.00017330084092760003;577.031245;643507;72583;1
3fe7addaa916438293f94691b235b8136f99dd781aba9c73258a277d43eb5d9e;0;470438;0.00036076;1;2;0.0715401883095765;0.00504276;643496;173058;1
8a59e570b8be80f22f5fffccbbdfc0dfbd3f37e023d4edb74d7a4a6bbbfbd200;1;643481;0.79831501;1;2;0.8663428401756871;0.92147701;643509;28;0
816dbc773eafa1b40416617c0d867113293da76e6eaac84b3aac790aeddc1788;1447;484244;0.00350744;1;2551;0.0002218100956332792;15.812805950000062;643510;159266;1
c2e7edaadd30af230e95421da073c7609b0e01939f8119e76781be2039013032;403;575769;0.03402758;15;968;0.00045370319253834547;74.99964858000003;643519;67750;1
451885c706317f962d5d9a4bc38d2897963af5b866550d32cb151b2706612416;0;583808;0.00082386;1;2;0.009070964391956036;0.09082385999999999;643500;59692;1
b829b869ff4f782e530f53f133895c701dfd7317af2f4da453108e8c48842748;0;643422;0.00982;1;2;0.04104417381296446;0.23925442;643499;77;0
d0e8d4deed450367696087d2da0bf607b3d7db52a6d03051ec5a11232fa526dd;0;577993;0.14182231;9;2;0.0356174381874916;3.98182231;643500;65507;1
d4ed4db831d414a3747d8a5cc1c9cedc04dc8a5d5f1a7c55af2187640353e04a;0;643510;0.00170635;1;1;1.0;0.00170635;643517;7;0
56e32fc3531641ed775fcd016e49b03af21535a22e2ad09721f4be71d7b2ff0e;1;643514;0.37469715;1;2;0.6964849695746024;0.53798311;643515;1;0
be036c484b08d55f261fa04c86d95341aed8dc803b3975c08d0ffb55e031158c;58;531126;0.03523368;6;943;0.0005872312258568675;59.99967039999999;643519;112393;1
d77dc92ccfff0ed4fc23708009b620f58cb1ef8716ec4994ae4815b679b456c8;402;548229;0.03501263;5;964;0.0007002572953652173;49.99966473999997;643519;95290;1
5330b2b58fd2795accc3977b875edff905483390f227ff7a6c7edd3667ae6976;1;643504;0.04285687;1;2;0.9474045938551705;0.04523608;643504;0;0
a7f51271b2118efca20d0259efe352f827d5e9e8d7004e60efe204f9bbfe3673;0;643493;0.00485409;1;2;0.4434509970153944;0.01094617;643512;19;0
b122bd9e4a2000c1ca6b820e8358e08133a64a5abb84836e6d39e81f69ca3935;682;590069;1.043e-05;1;2155;3.2680795298276825e-05;0.3191476800000013;643504;53435;1
537ba23ca4e0cdc2912cd19c17841ecfda396a772674e84cba7dffa065f0169e;410;582475;0.03746051;15;967;0.0004994758047462065;74.99964892000008;643519;61044;1
